,date,T2M,PRECIP,RH2M
0,1986-06-01,31.13,1.25,25.48
1,1986-06-02,31.35,3.38,30.59
2,1986-06-03,33.0,0.0,25.53
3,1986-06-04,32.54,1.91,23.78
4,1986-06-05,33.34,0.0,21.83
5,1986-06-06,33.58,0.04,19.57
6,1986-06-07,34.81,0.0,16.61
7,1986-06-08,35.13,0.0,13.7
8,1986-06-09,36.25,0.0,11.99
9,1986-06-10,37.49,0.0,10.98
10,1986-06-11,36.88,0.0,15.41
11,1986-06-12,37.62,0.0,16.88
12,1986-06-13,37.94,0.0,16.78
13,1986-06-14,38.63,0.0,14.86
14,1986-06-15,39.68,0.0,11.99
15,1986-06-16,39.46,0.0,13.99
16,1986-06-17,39.72,0.0,15.78
17,1986-06-18,39.38,0.0,21.39
18,1986-06-19,40.83,0.0,14.73
19,1986-06-20,40.98,0.0,12.37
20,1986-06-21,39.61,0.0,22.76
21,1986-06-22,40.2,0.0,25.09
22,1986-06-23,40.96,0.48,24.03
23,1986-06-24,39.85,3.87,28.88
24,1986-06-25,37.25,6.64,42.76
25,1986-06-26,34.35,15.7,50.89
26,1986-06-27,32.58,4.27,54.0
27,1986-06-28,35.29,0.1,41.26
28,1986-06-29,32.28,5.38,48.12
29,1986-06-30,31.97,3.53,53.97
30,1986-07-01,31.7,5.27,51.57
31,1986-07-02,32.34,3.19,48.78
32,1986-07-03,33.48,0.0,42.37
33,1986-07-04,34.83,0.0,36.77
34,1986-07-05,35.45,0.0,39.79
35,1986-07-06,36.58,0.0,39.4
36,1986-07-07,34.29,9.83,46.7
37,1986-07-08,32.97,14.11,55.36
38,1986-07-09,32.7,11.82,57.36
39,1986-07-10,32.64,4.64,51.89
40,1986-07-11,32.85,12.48,50.91
41,1986-07-12,32.77,9.18,52.66
42,1986-07-13,34.16,0.0,47.11
43,1986-07-14,35.27,0.0,43.31
44,1986-07-15,36.04,0.0,40.45
45,1986-07-16,36.51,0.0,37.24
46,1986-07-17,36.4,0.16,43.78
47,1986-07-18,34.55,1.68,45.93
48,1986-07-19,33.02,0.81,52.36
49,1986-07-20,33.73,2.34,49.99
50,1986-07-21,34.33,3.38,47.59
51,1986-07-22,32.42,1.93,53.06
52,1986-07-23,33.13,2.18,54.16
53,1986-07-24,32.95,4.07,50.81
54,1986-07-25,33.24,3.29,50.24
55,1986-07-26,33.28,0.86,51.85
56,1986-07-27,31.08,2.97,56.84
57,1986-07-28,31.89,8.03,55.33
58,1986-07-29,31.51,10.79,59.8
59,1986-07-30,32.39,0.75,54.38
60,1986-07-31,30.87,0.04,60.5
61,1986-08-01,29.26,12.65,72.04
62,1986-08-02,29.83,32.57,73.44
63,1986-08-03,32.25,0.12,60.48
64,1986-08-04,31.48,2.46,58.16
65,1986-08-05,30.81,4.84,63.41
66,1986-08-06,31.66,0.07,60.57
67,1986-08-07,31.48,0.14,61.62
68,1986-08-08,31.78,28.35,61.61
69,1986-08-09,31.65,10.08,66.11
70,1986-08-10,32.7,0.72,61.11
71,1986-08-11,32.38,0.0,59.98
72,1986-08-12,33.41,0.0,55.8
73,1986-08-13,31.0,2.06,64.59
74,1986-08-14,30.46,20.57,68.16
75,1986-08-15,31.06,6.27,68.2
76,1986-08-16,32.42,2.19,61.67
77,1986-08-17,32.28,1.79,60.39
78,1986-08-18,32.5,0.77,58.5
79,1986-08-19,31.67,0.17,61.05
80,1986-08-20,31.61,0.11,59.94
81,1986-08-21,30.98,7.26,60.7
82,1986-08-22,31.76,1.54,57.62
83,1986-08-23,31.74,0.47,57.74
84,1986-08-24,31.73,2.57,56.64
85,1986-08-25,31.36,0.07,46.09
86,1986-08-26,30.72,0.05,45.68
87,1986-08-27,30.8,0.0,45.66
88,1986-08-28,31.44,0.0,45.62
89,1986-08-29,31.59,0.0,46.4
90,1986-08-30,31.65,0.0,43.94
91,1986-08-31,31.32,1.6,45.88
92,1986-09-01,31.66,0.0,42.3
93,1986-09-02,31.6,0.0,41.01
94,1986-09-03,31.62,0.0,39.89
95,1986-09-04,31.65,0.0,38.64
96,1986-09-05,31.35,0.0,37.85
97,1986-09-06,30.77,0.0,38.08
98,1986-09-07,31.07,0.0,38.57
99,1986-09-08,31.92,0.0,34.11
100,1986-09-09,30.85,0.0,32.54
101,1986-09-10,30.84,0.14,35.0
102,1986-09-11,31.38,0.09,37.75
103,1986-09-12,30.68,0.0,42.98
104,1986-09-13,30.09,0.0,42.57
105,1986-09-14,27.82,18.92,50.12
106,1986-09-15,28.13,0.01,47.98
107,1986-09-16,28.46,0.0,43.4
108,1986-09-17,29.39,0.0,37.59
109,1986-09-18,30.05,0.0,33.58
110,1986-09-19,29.84,0.0,32.51
111,1986-09-20,29.9,0.0,33.14
112,1986-09-21,30.26,0.0,32.44
113,1986-09-22,29.58,0.0,34.42
114,1986-09-23,29.65,0.56,34.37
115,1986-09-24,29.25,3.02,41.24
116,1986-09-25,29.15,0.04,43.77
117,1986-09-26,29.06,0.02,47.1
118,1986-09-27,28.57,1.96,49.62
119,1986-09-28,28.07,0.16,54.47
120,1986-09-29,26.53,13.88,57.77
121,1986-09-30,27.63,0.0,49.24
122,1986-10-01,27.71,0.0,44.09
123,1986-10-02,27.69,0.0,44.19
124,1986-10-03,28.61,0.0,41.27
125,1986-10-04,28.83,0.0,39.45
126,1986-10-05,28.6,1.97,43.07
127,1986-10-06,27.89,5.3,51.09
128,1986-10-07,28.25,1.39,44.09
129,1986-10-08,28.76,0.0,39.21
130,1986-10-09,28.51,0.0,36.17
131,1986-10-10,27.06,0.0,37.18
132,1986-10-11,27.26,0.0,37.07
133,1986-10-12,27.25,0.04,35.21
134,1986-10-13,26.36,0.01,36.29
135,1986-10-14,26.99,0.0,33.9
136,1986-10-15,26.84,0.38,34.32
137,1986-10-16,26.2,0.17,38.93
138,1986-10-17,25.42,0.41,41.37
139,1986-10-18,23.82,1.05,38.0
140,1986-10-19,23.26,0.2,36.55
141,1986-10-20,21.87,0.0,36.56
142,1986-10-21,21.55,0.0,34.9
143,1986-10-22,22.53,0.0,28.45
144,1986-10-23,22.45,0.0,26.89
145,1986-10-24,22.58,0.0,25.69
146,1986-10-25,22.44,0.0,27.01
147,1986-10-26,22.23,0.0,29.04
148,1986-10-27,23.62,0.0,24.74
149,1986-10-28,23.46,0.0,25.53
150,1986-10-29,23.34,0.0,25.94
151,1986-10-30,23.66,0.0,25.3
152,1986-10-31,24.13,0.0,25.72
153,1986-11-01,23.63,0.0,25.23
154,1986-11-02,22.8,0.0,24.96
155,1986-11-03,22.52,0.0,25.05
156,1986-11-04,22.77,0.0,22.5
157,1986-11-05,22.59,0.0,20.68
158,1986-11-06,22.6,0.0,19.34
159,1986-11-07,22.19,0.0,17.8
160,1986-11-08,22.15,0.0,16.41
161,1986-11-09,21.71,0.0,17.05
162,1986-11-10,22.57,0.0,18.54
163,1986-11-11,22.5,0.0,18.8
164,1986-11-12,22.52,0.0,19.45
165,1986-11-13,22.22,0.0,20.38
166,1986-11-14,22.6,0.0,22.09
167,1986-11-15,22.87,0.08,24.77
168,1986-11-16,21.78,1.42,29.07
169,1986-11-17,19.51,1.21,32.83
170,1986-11-18,17.76,0.0,30.64
171,1986-11-19,17.39,0.0,21.8
172,1986-11-20,17.79,0.0,20.32
173,1986-11-21,19.55,0.0,16.79
174,1986-11-22,20.52,0.0,19.22
175,1986-11-23,19.3,0.0,24.29
176,1986-11-24,16.86,0.0,26.1
177,1986-11-25,17.01,0.0,27.27
178,1986-11-26,18.81,1.67,29.24
179,1986-11-27,16.63,3.06,40.14
180,1986-11-28,16.92,0.0,43.0
181,1986-11-29,16.99,0.17,38.41
182,1986-11-30,15.77,0.0,41.59
183,1986-12-01,14.77,1.39,45.76
184,1986-12-02,14.6,0.0,42.9
185,1986-12-03,15.56,0.0,40.41
186,1986-12-04,16.92,0.0,34.87
187,1986-12-05,15.72,0.0,35.48
188,1986-12-06,17.28,0.0,34.42
189,1986-12-07,17.2,0.0,36.59
190,1986-12-08,16.54,0.0,37.05
191,1986-12-09,16.82,0.0,29.51
192,1986-12-10,17.34,0.0,28.84
193,1986-12-11,17.99,0.0,30.65
194,1986-12-12,16.63,0.26,38.51
195,1986-12-13,14.95,12.29,48.69
196,1986-12-14,10.46,0.05,38.32
197,1986-12-15,8.58,0.2,32.28
198,1986-12-16,8.03,0.04,44.85
199,1986-12-17,9.65,0.0,49.7
200,1986-12-18,9.67,0.0,44.59
201,1986-12-19,9.01,0.0,42.13
202,1986-12-20,9.17,0.0,45.33
203,1986-12-21,11.02,0.0,41.65
204,1986-12-22,11.12,0.0,41.27
205,1986-12-23,11.11,0.03,47.26
206,1986-12-24,11.53,0.0,43.68
207,1986-12-25,11.49,0.0,42.87
208,1986-12-26,10.88,0.0,43.44
209,1986-12-27,11.58,0.0,35.97
210,1986-12-28,10.43,0.0,37.82
211,1986-12-29,11.14,0.0,38.18
212,1986-12-30,11.42,0.0,37.29
213,1986-12-31,11.5,0.0,40.15
214,1987-01-01,11.74,0.0,35.53
215,1987-01-02,11.36,0.0,39.08
216,1987-01-03,11.86,0.0,42.47
217,1987-01-04,13.7,0.0,35.05
218,1987-01-05,10.18,0.09,49.64
219,1987-01-06,14.47,0.43,38.77
220,1987-01-07,15.09,1.73,40.22
221,1987-01-08,15.22,0.09,39.34
222,1987-01-09,15.01,0.01,39.25
223,1987-01-10,15.96,0.0,37.69
224,1987-01-11,16.4,0.18,42.77
225,1987-01-12,15.28,0.03,65.94
226,1987-01-13,13.75,0.08,69.2
227,1987-01-14,13.42,0.0,67.73
228,1987-01-15,12.5,4.88,59.26
229,1987-01-16,14.7,0.0,48.26
230,1987-01-17,10.8,10.06,86.31
231,1987-01-18,11.63,0.0,67.16
232,1987-01-19,11.69,7.47,53.3
233,1987-01-20,11.98,0.0,43.81
234,1987-01-21,11.93,0.0,37.82
235,1987-01-22,13.78,0.0,29.79
236,1987-01-23,12.75,0.0,32.89
237,1987-01-24,11.36,0.0,41.58
238,1987-01-25,12.07,0.0,39.42
239,1987-01-26,14.47,0.0,30.42
240,1987-01-27,15.55,0.0,29.78
241,1987-01-28,14.99,0.0,32.8
242,1987-01-29,15.25,0.0,34.13
243,1987-01-30,16.66,0.0,30.27
244,1987-01-31,16.87,0.0,33.18
245,1987-02-01,17.78,0.0,35.98
246,1987-02-02,18.29,0.0,34.35
247,1987-02-03,16.79,0.0,39.13
248,1987-02-04,16.36,0.0,38.93
249,1987-02-05,16.19,0.0,36.65
250,1987-02-06,17.24,0.0,32.41
251,1987-02-07,17.59,0.0,30.46
252,1987-02-08,16.58,0.0,32.88
253,1987-02-09,16.22,0.0,34.12
254,1987-02-10,15.55,0.01,34.91
255,1987-02-11,16.6,0.0,29.71
256,1987-02-12,16.78,0.0,28.18
257,1987-02-13,17.14,0.0,29.77
258,1987-02-14,17.31,0.0,31.16
259,1987-02-15,17.97,0.6,32.82
260,1987-02-16,17.31,0.82,43.5
261,1987-02-17,16.93,4.29,55.26
262,1987-02-18,16.75,1.54,52.49
263,1987-02-19,17.83,1.93,45.15
264,1987-02-20,18.66,0.0,48.99
265,1987-02-21,16.71,0.0,51.01
266,1987-02-22,15.45,0.0,52.62
267,1987-02-23,18.94,0.0,45.33
268,1987-02-24,19.62,2.29,53.18
269,1987-02-25,17.21,4.8,63.22
270,1987-02-26,16.23,10.04,63.43
271,1987-02-27,17.52,0.0,49.39
272,1987-02-28,17.69,0.0,45.12
273,1987-03-01,17.75,0.0,46.12
274,1987-03-02,19.69,0.0,35.16
275,1987-03-03,20.37,0.0,33.26
276,1987-03-04,20.61,0.0,35.79
277,1987-03-05,18.35,0.0,41.75
278,1987-03-06,22.53,0.0,33.54
279,1987-03-07,22.01,0.0,38.35
280,1987-03-08,20.89,0.0,43.02
281,1987-03-09,20.68,0.02,40.97
282,1987-03-10,20.88,0.0,36.83
283,1987-03-11,21.17,0.01,32.37
284,1987-03-12,20.41,0.0,34.26
285,1987-03-13,17.92,3.74,49.27
286,1987-03-14,19.75,0.1,48.76
287,1987-03-15,20.2,0.28,50.76
288,1987-03-16,23.46,0.09,43.57
289,1987-03-17,22.25,0.0,40.56
290,1987-03-18,22.52,0.02,35.65
291,1987-03-19,23.12,1.31,36.3
292,1987-03-20,22.81,0.16,39.74
293,1987-03-21,23.5,4.85,38.8
294,1987-03-22,23.48,1.83,44.33
295,1987-03-23,21.65,2.25,53.9
296,1987-03-24,22.35,1.04,50.2
297,1987-03-25,24.52,0.0,39.32
298,1987-03-26,24.13,0.73,44.65
299,1987-03-27,24.14,0.29,44.08
300,1987-03-28,23.91,0.0,40.23
301,1987-03-29,25.43,0.0,35.01
302,1987-03-30,24.94,0.0,38.86
303,1987-03-31,27.1,0.0,35.46
304,1987-04-01,27.21,0.0,36.15
305,1987-04-02,28.17,0.0,30.74
306,1987-04-03,27.75,0.02,30.57
307,1987-04-04,27.52,0.47,28.88
308,1987-04-05,26.47,0.19,30.4
309,1987-04-06,26.44,0.16,30.45
310,1987-04-07,28.94,0.0,25.94
311,1987-04-08,30.29,0.34,24.44
312,1987-04-09,27.48,0.03,26.99
313,1987-04-10,24.05,0.24,26.29
314,1987-04-11,24.47,0.16,22.84
315,1987-04-12,25.58,0.0,17.2
316,1987-04-13,25.31,0.0,18.8
317,1987-04-14,26.67,0.0,20.45
318,1987-04-15,27.33,0.0,23.89
319,1987-04-16,28.51,0.0,25.23
320,1987-04-17,30.84,0.0,19.96
321,1987-04-18,30.52,0.0,21.52
322,1987-04-19,30.42,0.0,18.63
323,1987-04-20,32.35,0.0,14.44
324,1987-04-21,33.74,0.0,11.51
325,1987-04-22,32.64,0.0,10.21
326,1987-04-23,32.64,0.08,12.17
327,1987-04-24,29.91,0.01,22.35
328,1987-04-25,30.25,0.12,18.62
329,1987-04-26,30.89,0.0,13.55
330,1987-04-27,32.06,0.0,11.88
331,1987-04-28,31.35,0.0,11.94
332,1987-04-29,32.27,0.0,19.76
333,1987-04-30,32.38,0.01,16.63
334,1987-05-01,31.4,2.12,22.29
335,1987-05-02,25.98,24.97,48.6
336,1987-05-03,24.66,0.0,37.2
337,1987-05-04,26.53,9.65,34.37
338,1987-05-05,28.69,0.0,29.08
339,1987-05-06,27.24,0.0,33.36
340,1987-05-07,27.12,3.97,46.58
341,1987-05-08,26.34,6.43,55.33
342,1987-05-09,22.64,9.91,69.92
343,1987-05-10,25.82,0.85,52.58
344,1987-05-11,27.6,0.87,38.34
345,1987-05-12,27.48,1.81,36.5
346,1987-05-13,27.35,1.96,37.04
347,1987-05-14,27.15,0.8,37.09
348,1987-05-15,28.74,0.11,33.17
349,1987-05-16,28.98,0.0,34.33
350,1987-05-17,30.05,0.0,31.69
351,1987-05-18,30.59,0.0,30.04
352,1987-05-19,31.94,0.0,31.37
353,1987-05-20,34.77,0.0,27.99
354,1987-05-21,34.44,0.0,30.56
355,1987-05-22,31.46,0.01,37.55
356,1987-05-23,31.92,0.01,35.93
357,1987-05-24,29.93,1.67,35.14
358,1987-05-25,31.35,1.0,34.28
359,1987-05-26,33.06,0.0,29.23
360,1987-05-27,33.68,0.0,27.14
361,1987-05-28,34.93,0.0,23.39
362,1987-05-29,35.49,0.0,21.69
363,1987-05-30,36.09,0.0,21.85
364,1987-05-31,37.27,0.0,22.28
365,1987-06-01,36.19,0.0,25.84
366,1987-06-02,34.27,27.98,40.53
367,1987-06-03,35.61,0.23,32.98
368,1987-06-04,34.21,0.0,34.11
369,1987-06-05,35.6,0.09,28.26
370,1987-06-06,37.42,0.0,20.97
371,1987-06-07,37.49,0.0,20.42
372,1987-06-08,37.64,0.0,23.08
373,1987-06-09,36.87,0.05,29.55
374,1987-06-10,33.22,8.61,39.84
375,1987-06-11,33.51,1.2,37.94
376,1987-06-12,34.27,1.15,32.34
377,1987-06-13,35.36,0.0,32.19
378,1987-06-14,36.17,0.01,35.51
379,1987-06-15,36.0,0.01,33.39
380,1987-06-16,35.92,0.0,28.15
381,1987-06-17,35.05,1.81,24.49
382,1987-06-18,35.97,0.32,20.46
383,1987-06-19,36.04,0.0,21.38
384,1987-06-20,37.55,0.0,22.19
385,1987-06-21,35.93,2.92,26.68
386,1987-06-22,35.49,1.77,29.44
387,1987-06-23,35.13,0.01,26.34
388,1987-06-24,35.24,1.8,25.56
389,1987-06-25,36.48,0.0,22.62
390,1987-06-26,36.6,0.0,20.51
391,1987-06-27,37.89,0.0,15.65
392,1987-06-28,38.32,0.0,17.09
393,1987-06-29,39.14,0.0,17.24
394,1987-06-30,39.37,0.0,18.31
395,1987-07-01,39.8,0.01,19.88
396,1987-07-02,39.67,0.02,21.67
397,1987-07-03,39.57,0.0,17.69
398,1987-07-04,39.98,0.0,21.24
399,1987-07-05,40.26,0.0,24.12
400,1987-07-06,39.91,0.0,24.08
401,1987-07-07,38.87,1.11,24.81
402,1987-07-08,38.01,1.83,25.17
403,1987-07-09,38.27,0.44,24.16
404,1987-07-10,38.74,0.01,22.99
405,1987-07-11,39.13,0.07,23.16
406,1987-07-12,38.03,0.11,24.26
407,1987-07-13,36.87,0.4,23.69
408,1987-07-14,36.94,0.37,20.33
409,1987-07-15,36.94,0.83,18.37
410,1987-07-16,37.08,0.03,25.95
411,1987-07-17,37.51,0.0,22.5
412,1987-07-18,37.96,0.76,23.9
413,1987-07-19,37.02,3.52,29.72
414,1987-07-20,37.13,1.51,31.37
415,1987-07-21,37.52,0.0,27.42
416,1987-07-22,38.02,0.0,26.71
417,1987-07-23,38.84,0.0,27.4
418,1987-07-24,37.1,0.0,34.01
419,1987-07-25,38.38,0.0,29.0
420,1987-07-26,37.16,0.08,32.55
421,1987-07-27,33.82,29.4,46.72
422,1987-07-28,34.27,0.0,45.3
423,1987-07-29,36.32,0.0,36.91
424,1987-07-30,37.14,0.4,34.45
425,1987-07-31,36.31,0.0,34.91
426,1987-08-01,36.29,0.01,32.42
427,1987-08-02,36.79,0.0,27.2
428,1987-08-03,36.57,0.0,29.15
429,1987-08-04,36.45,0.0,29.14
430,1987-08-05,35.95,0.91,29.45
431,1987-08-06,33.01,4.79,44.54
432,1987-08-07,34.8,0.0,40.72
433,1987-08-08,35.63,0.05,41.69
434,1987-08-09,36.94,1.49,33.01
435,1987-08-10,37.61,0.03,28.64
436,1987-08-11,38.38,0.0,29.18
437,1987-08-12,37.96,0.0,29.6
438,1987-08-13,35.7,1.27,32.32
439,1987-08-14,31.08,46.04,57.2
440,1987-08-15,32.52,0.33,52.15
441,1987-08-16,33.44,0.04,46.68
442,1987-08-17,34.35,0.0,42.38
443,1987-08-18,34.77,0.0,38.26
444,1987-08-19,34.96,0.72,36.97
445,1987-08-20,35.21,0.03,37.09
446,1987-08-21,34.19,0.0,37.71
447,1987-08-22,34.78,0.03,38.24
448,1987-08-23,35.84,0.0,38.57
449,1987-08-24,34.56,2.47,44.87
450,1987-08-25,35.1,2.26,43.44
451,1987-08-26,36.0,0.0,41.05
452,1987-08-27,36.35,2.43,40.11
453,1987-08-28,33.37,6.61,51.03
454,1987-08-29,30.9,5.65,60.99
455,1987-08-30,32.22,0.3,56.25
456,1987-08-31,33.44,0.12,50.21
457,1987-09-01,34.24,2.85,46.59
458,1987-09-02,34.56,0.0,41.86
459,1987-09-03,34.66,0.0,39.86
460,1987-09-04,35.53,0.0,35.51
461,1987-09-05,34.02,0.0,36.7
462,1987-09-06,33.74,0.0,37.23
463,1987-09-07,34.54,0.0,35.69
464,1987-09-08,34.25,0.0,33.22
465,1987-09-09,32.87,0.01,37.87
466,1987-09-10,32.96,0.04,38.64
467,1987-09-11,33.05,0.04,34.66
468,1987-09-12,32.63,0.0,33.63
469,1987-09-13,32.81,0.01,32.19
470,1987-09-14,32.9,0.0,29.25
471,1987-09-15,32.55,0.0,25.45
472,1987-09-16,33.09,0.0,26.01
473,1987-09-17,33.4,0.0,24.6
474,1987-09-18,33.21,0.0,25.36
475,1987-09-19,33.49,0.0,22.09
476,1987-09-20,32.85,0.01,22.33
477,1987-09-21,33.24,0.0,21.49
478,1987-09-22,32.62,0.0,23.42
479,1987-09-23,32.79,0.0,23.18
480,1987-09-24,32.79,0.0,19.51
481,1987-09-25,33.07,0.0,15.56
482,1987-09-26,32.41,0.0,13.65
483,1987-09-27,31.59,0.0,14.6
484,1987-09-28,31.62,0.0,18.65
485,1987-09-29,30.26,0.41,25.11
486,1987-09-30,30.69,0.42,23.69
487,1987-10-01,30.91,0.0,20.38
488,1987-10-02,31.15,0.0,19.3
489,1987-10-03,30.07,0.24,22.68
490,1987-10-04,29.32,0.06,22.48
491,1987-10-05,29.96,0.01,18.32
492,1987-10-06,29.44,0.0,19.42
493,1987-10-07,29.58,0.0,19.27
494,1987-10-08,29.2,0.0,18.18
495,1987-10-09,28.66,0.0,18.87
496,1987-10-10,29.59,0.0,19.43
497,1987-10-11,29.92,0.0,20.68
498,1987-10-12,29.28,0.2,21.16
499,1987-10-13,28.2,0.06,18.47
500,1987-10-14,27.21,0.03,16.95
501,1987-10-15,26.63,0.02,15.11
502,1987-10-16,28.59,0.0,19.51
503,1987-10-17,29.07,0.0,23.46
504,1987-10-18,27.08,2.64,32.47
505,1987-10-19,21.57,17.35,69.86
506,1987-10-20,21.58,0.0,49.14
507,1987-10-21,20.38,3.76,40.17
508,1987-10-22,22.02,0.0,30.71
509,1987-10-23,23.48,0.0,27.81
510,1987-10-24,23.32,0.0,29.45
511,1987-10-25,23.38,0.0,30.97
512,1987-10-26,23.76,0.0,31.22
513,1987-10-27,23.9,0.0,32.94
514,1987-10-28,23.96,0.0,35.04
515,1987-10-29,25.5,0.0,31.94
516,1987-10-30,24.7,0.0,28.72
517,1987-10-31,23.23,0.0,31.88
518,1987-11-01,20.95,0.0,28.23
519,1987-11-02,20.9,0.0,22.97
520,1987-11-03,21.36,0.0,21.18
521,1987-11-04,22.01,0.0,20.29
522,1987-11-05,21.35,0.0,21.48
523,1987-11-06,20.95,0.0,23.9
524,1987-11-07,22.73,0.0,20.71
525,1987-11-08,22.19,0.0,20.32
526,1987-11-09,22.15,0.0,20.75
527,1987-11-10,21.74,0.0,20.31
528,1987-11-11,22.04,0.0,19.72
529,1987-11-12,21.6,0.0,17.55
530,1987-11-13,21.18,0.0,18.69
531,1987-11-14,20.43,0.0,20.33
532,1987-11-15,21.54,0.0,14.26
533,1987-11-16,21.22,0.0,13.05
534,1987-11-17,20.17,0.0,13.89
535,1987-11-18,19.98,0.0,15.68
536,1987-11-19,19.61,0.0,15.9
537,1987-11-20,18.77,0.0,15.27
538,1987-11-21,18.39,0.0,12.91
539,1987-11-22,19.83,0.0,10.24
540,1987-11-23,19.43,0.0,10.77
541,1987-11-24,18.65,0.0,10.46
542,1987-11-25,18.58,0.0,10.07
543,1987-11-26,17.15,0.0,10.79
544,1987-11-27,17.03,0.0,12.41
545,1987-11-28,15.93,0.0,14.51
546,1987-11-29,16.64,0.0,15.82
547,1987-11-30,18.91,0.0,13.55
548,1987-12-01,18.93,0.0,14.78
549,1987-12-02,18.0,0.0,18.79
550,1987-12-03,15.1,0.0,19.72
551,1987-12-04,13.2,0.0,15.16
552,1987-12-05,12.98,0.0,17.75
553,1987-12-06,14.44,0.0,11.15
554,1987-12-07,15.12,0.0,11.23
555,1987-12-08,16.0,0.0,9.45
556,1987-12-09,15.98,0.0,10.82
557,1987-12-10,16.08,0.0,10.9
558,1987-12-11,17.3,0.0,10.86
559,1987-12-12,16.09,0.0,30.15
560,1987-12-13,13.16,4.18,24.68
561,1987-12-14,14.23,0.12,26.96
562,1987-12-15,16.12,0.0,21.43
563,1987-12-16,15.55,0.0,21.32
564,1987-12-17,15.07,0.0,22.97
565,1987-12-18,15.1,0.0,23.8
566,1987-12-19,15.44,0.0,20.09
567,1987-12-20,15.03,0.0,18.48
568,1987-12-21,15.04,0.0,18.17
569,1987-12-22,14.15,0.0,20.26
570,1987-12-23,13.69,0.0,20.16
571,1987-12-24,14.67,0.0,18.69
572,1987-12-25,15.12,0.0,17.54
573,1987-12-26,14.74,0.0,17.93
574,1987-12-27,14.53,0.0,18.01
575,1987-12-28,14.45,0.0,18.11
576,1987-12-29,14.31,0.0,19.05
577,1987-12-30,13.21,0.0,20.38
578,1987-12-31,12.61,0.01,23.95
579,1988-01-01,12.66,0.01,32.24
580,1988-01-02,11.34,0.0,37.58
581,1988-01-03,14.55,0.0,47.31
582,1988-01-04,15.77,0.05,42.51
583,1988-01-05,18.1,0.0,30.04
584,1988-01-06,16.78,0.0,35.01
585,1988-01-07,15.23,0.18,39.94
586,1988-01-08,15.54,0.0,34.57
587,1988-01-09,16.42,0.0,32.4
588,1988-01-10,16.49,0.0,40.83
589,1988-01-11,12.75,0.0,67.43
590,1988-01-12,15.1,0.0,63.62
591,1988-01-13,15.11,1.54,60.76
592,1988-01-14,13.46,0.08,57.42
593,1988-01-15,14.23,0.01,46.41
594,1988-01-16,14.41,0.0,42.34
595,1988-01-17,13.38,0.0,37.21
596,1988-01-18,14.14,0.0,28.2
597,1988-01-19,14.58,0.0,26.53
598,1988-01-20,16.11,0.0,23.06
599,1988-01-21,17.15,0.0,24.64
600,1988-01-22,15.96,0.0,33.14
601,1988-01-23,13.56,3.49,42.64
602,1988-01-24,11.32,0.0,40.41
603,1988-01-25,11.19,0.0,36.07
604,1988-01-26,11.94,0.0,30.69
605,1988-01-27,14.2,0.0,25.61
606,1988-01-28,13.86,0.01,49.03
607,1988-01-29,13.19,0.0,49.14
608,1988-01-30,13.1,0.55,43.94
609,1988-01-31,14.47,0.0,34.41
610,1988-02-01,14.64,0.0,33.88
611,1988-02-02,14.0,0.0,27.99
612,1988-02-03,14.72,0.0,25.43
613,1988-02-04,17.23,0.0,22.43
614,1988-02-05,19.51,0.0,20.02
615,1988-02-06,20.11,0.0,19.99
616,1988-02-07,19.1,0.0,18.96
617,1988-02-08,18.08,0.0,18.96
618,1988-02-09,15.05,0.0,15.25
619,1988-02-10,14.88,0.06,16.08
620,1988-02-11,16.54,0.0,13.03
621,1988-02-12,17.64,1.43,20.01
622,1988-02-13,17.16,2.7,38.14
623,1988-02-14,15.86,1.17,52.14
624,1988-02-15,16.67,0.7,49.31
625,1988-02-16,15.85,1.67,47.94
626,1988-02-17,16.25,0.0,37.6
627,1988-02-18,15.46,0.0,36.7
628,1988-02-19,15.2,0.0,36.01
629,1988-02-20,17.07,0.0,45.39
630,1988-02-21,20.03,1.75,45.07
631,1988-02-22,17.36,0.41,42.07
632,1988-02-23,15.57,0.24,34.1
633,1988-02-24,16.45,0.0,26.42
634,1988-02-25,16.89,0.0,22.53
635,1988-02-26,17.16,0.0,27.79
636,1988-02-27,17.47,0.17,41.42
637,1988-02-28,18.36,3.55,47.99
638,1988-02-29,18.25,0.75,46.6
639,1988-03-01,17.54,0.01,39.23
640,1988-03-02,17.73,0.0,33.17
641,1988-03-03,18.5,0.0,30.08
642,1988-03-04,20.43,0.0,30.2
643,1988-03-05,20.2,0.0,35.43
644,1988-03-06,21.92,0.0,33.7
645,1988-03-07,21.58,0.2,43.11
646,1988-03-08,21.02,1.69,53.14
647,1988-03-09,21.52,1.95,52.74
648,1988-03-10,21.59,0.07,52.32
649,1988-03-11,20.61,7.71,63.83
650,1988-03-12,19.91,5.35,69.52
651,1988-03-13,20.3,3.25,61.43
652,1988-03-14,20.04,0.15,41.33
653,1988-03-15,20.81,2.08,36.94
654,1988-03-16,22.96,0.14,32.6
655,1988-03-17,20.03,0.0,40.41
656,1988-03-18,20.53,0.0,28.31
657,1988-03-19,19.99,0.01,29.09
658,1988-03-20,20.25,0.96,30.32
659,1988-03-21,20.27,0.0,28.77
660,1988-03-22,21.5,0.0,28.74
661,1988-03-23,24.62,0.0,25.46
662,1988-03-24,25.35,0.0,22.24
663,1988-03-25,25.46,0.0,25.04
664,1988-03-26,24.43,0.18,26.95
