,date,T2M,PRECIP,RH2M
2139,1992-04-09,26.17,0.0,30.48
2140,1992-04-10,24.09,0.0,30.5
2141,1992-04-11,22.87,1.38,35.67
2142,1992-04-12,24.13,0.0,31.72
2143,1992-04-13,24.66,0.0,30.67
2144,1992-04-14,26.12,0.0,30.58
2145,1992-04-15,26.42,0.0,28.13
2146,1992-04-16,26.99,0.09,30.88
2147,1992-04-17,28.23,0.0,30.86
2148,1992-04-18,29.99,0.0,25.98
2149,1992-04-19,29.07,0.01,27.42
2150,1992-04-20,30.46,0.0,24.53
2151,1992-04-21,28.58,0.01,24.28
2152,1992-04-22,25.94,0.0,34.79
2153,1992-04-23,27.32,0.0,27.84
2154,1992-04-24,28.81,0.0,23.83
2155,1992-04-25,29.8,0.0,22.38
2156,1992-04-26,30.59,0.0,22.18
2157,1992-04-27,31.69,0.0,24.81
2158,1992-04-28,33.19,0.0,23.51
2159,1992-04-29,32.39,0.19,23.97
2160,1992-04-30,32.58,0.15,21.53
2161,1992-05-01,31.55,0.21,23.8
2162,1992-05-02,31.03,0.1,23.45
2163,1992-05-03,30.3,0.06,24.58
2164,1992-05-04,29.4,4.78,34.6
2165,1992-05-05,28.21,12.39,40.02
2166,1992-05-06,27.8,3.42,39.96
2167,1992-05-07,28.95,0.0,31.49
2168,1992-05-08,29.23,0.0,29.41
2169,1992-05-09,30.89,0.0,27.64
2170,1992-05-10,31.48,0.0,27.22
2171,1992-05-11,32.75,0.0,26.22
2172,1992-05-12,34.26,0.0,23.57
2173,1992-05-13,35.53,0.0,21.3
2174,1992-05-14,35.02,0.0,24.13
2175,1992-05-15,34.94,0.0,22.53
2176,1992-05-16,34.26,0.0,20.3
2177,1992-05-17,33.54,0.0,17.17
2178,1992-05-18,32.8,0.01,16.55
2179,1992-05-19,32.95,0.0,17.27
2180,1992-05-20,32.95,0.0,17.56
2181,1992-05-21,34.78,0.0,13.59
2182,1992-05-22,35.56,0.0,13.38
2183,1992-05-23,36.63,0.0,13.22
2184,1992-05-24,36.87,0.0,12.9
2185,1992-05-25,37.51,0.0,11.65
2186,1992-05-26,34.01,0.73,21.1
2187,1992-05-27,33.33,3.01,29.76
2188,1992-05-28,34.18,0.0,26.58
2189,1992-05-29,31.74,0.02,27.77
2190,1992-05-30,32.49,0.82,20.56
2191,1992-05-31,30.98,0.11,20.0
2192,1992-06-01,32.47,0.0,18.49
2193,1992-06-02,34.26,0.0,14.65
2194,1992-06-03,35.47,0.0,14.76
2195,1992-06-04,35.88,0.0,17.08
2196,1992-06-05,37.8,0.0,14.83
2197,1992-06-06,37.88,0.0,13.3
2198,1992-06-07,38.64,0.02,14.16
2199,1992-06-08,38.41,0.0,13.91
2200,1992-06-09,37.17,0.37,12.81
2201,1992-06-10,37.46,0.29,12.67
2202,1992-06-11,37.17,0.0,13.3
2203,1992-06-12,36.44,1.15,15.71
2204,1992-06-13,36.02,0.05,16.34
2205,1992-06-14,36.8,2.05,17.12
2206,1992-06-15,37.39,0.0,15.29
2207,1992-06-16,37.94,0.0,12.39
2208,1992-06-17,38.57,0.0,11.0
2209,1992-06-18,38.56,0.0,10.97
2210,1992-06-19,38.32,0.0,13.39
2211,1992-06-20,38.38,0.0,19.39
2212,1992-06-21,39.48,0.0,26.43
2213,1992-06-22,38.53,2.78,20.81
2214,1992-06-23,36.68,5.45,27.69
2215,1992-06-24,37.48,0.39,21.86
2216,1992-06-25,36.87,3.19,20.99
2217,1992-06-26,37.03,0.0,24.38
2218,1992-06-27,36.49,1.52,30.4
2219,1992-06-28,37.6,0.0,30.07
2220,1992-06-29,37.24,0.02,26.96
2221,1992-06-30,35.53,7.73,34.66
2222,1992-07-01,32.54,4.56,41.8
2223,1992-07-02,34.22,0.09,35.64
2224,1992-07-03,34.68,1.61,35.73
2225,1992-07-04,35.07,0.19,33.05
2226,1992-07-05,36.28,0.31,24.84
2227,1992-07-06,37.26,0.0,27.83
2228,1992-07-07,36.64,1.63,30.89
2229,1992-07-08,36.27,4.83,34.51
2230,1992-07-09,35.23,2.25,36.26
2231,1992-07-10,34.48,9.96,44.35
2232,1992-07-11,34.89,0.28,39.49
2233,1992-07-12,33.36,13.19,45.92
2234,1992-07-13,34.39,3.65,44.78
2235,1992-07-14,34.9,1.03,43.45
2236,1992-07-15,35.42,0.18,41.51
2237,1992-07-16,36.17,0.0,37.76
2238,1992-07-17,35.02,2.68,42.13
2239,1992-07-18,33.27,4.23,48.76
2240,1992-07-19,31.89,4.96,54.79
2241,1992-07-20,33.35,1.08,52.62
2242,1992-07-21,32.7,3.31,55.33
2243,1992-07-22,31.7,5.11,60.03
2244,1992-07-23,32.11,4.89,58.75
2245,1992-07-24,29.97,10.08,73.13
2246,1992-07-25,31.51,1.73,62.98
2247,1992-07-26,31.3,13.0,62.89
2248,1992-07-27,33.11,2.06,57.53
2249,1992-07-28,34.31,0.04,49.29
2250,1992-07-29,33.35,0.94,51.27
2251,1992-07-30,32.99,0.6,52.18
2252,1992-07-31,33.32,1.08,50.32
2253,1992-08-01,34.08,0.45,48.85
2254,1992-08-02,32.05,5.9,57.88
2255,1992-08-03,28.36,7.65,74.22
2256,1992-08-04,30.82,6.91,62.94
2257,1992-08-05,28.26,12.17,75.67
2258,1992-08-06,30.79,5.14,63.18
2259,1992-08-07,32.27,3.16,56.84
2260,1992-08-08,32.1,3.08,56.83
2261,1992-08-09,30.93,10.08,63.94
2262,1992-08-10,30.15,12.94,67.31
2263,1992-08-11,29.98,20.8,69.71
2264,1992-08-12,31.76,1.29,61.01
2265,1992-08-13,32.76,0.65,59.3
2266,1992-08-14,33.35,0.26,54.7
2267,1992-08-15,33.68,7.04,54.39
2268,1992-08-16,31.68,1.43,64.38
2269,1992-08-17,30.44,0.94,64.58
2270,1992-08-18,30.2,5.34,68.96
2271,1992-08-19,30.12,35.25,70.08
2272,1992-08-20,31.14,4.34,66.58
2273,1992-08-21,31.45,1.17,64.29
2274,1992-08-22,32.1,0.31,56.59
2275,1992-08-23,32.98,0.02,51.12
2276,1992-08-24,32.1,5.14,57.55
2277,1992-08-25,31.87,9.06,62.56
2278,1992-08-26,32.24,0.0,56.92
2279,1992-08-27,30.72,9.69,59.83
2280,1992-08-28,30.99,0.04,60.12
2281,1992-08-29,31.36,0.01,58.37
2282,1992-08-30,32.27,0.0,56.85
2283,1992-08-31,33.54,0.97,53.8
2284,1992-09-01,33.15,0.66,54.31
2285,1992-09-02,32.97,0.07,55.73
2286,1992-09-03,32.01,0.23,60.07
2287,1992-09-04,29.19,21.4,71.22
2288,1992-09-05,30.56,0.79,60.83
2289,1992-09-06,30.06,5.8,67.91
2290,1992-09-07,29.71,0.17,69.41
2291,1992-09-08,28.49,2.77,73.68
2292,1992-09-09,27.32,21.08,85.19
2293,1992-09-10,27.3,34.3,80.06
2294,1992-09-11,27.08,1.82,75.93
2295,1992-09-12,26.76,7.31,74.77
2296,1992-09-13,27.66,0.21,65.22
2297,1992-09-14,27.67,0.26,63.72
2298,1992-09-15,27.94,0.15,62.08
2299,1992-09-16,27.72,0.01,61.7
2300,1992-09-17,26.75,1.8,63.23
2301,1992-09-18,26.36,4.91,66.07
2302,1992-09-19,26.62,0.0,64.38
2303,1992-09-20,26.16,0.0,60.53
2304,1992-09-21,26.46,0.0,58.63
2305,1992-09-22,26.83,0.0,56.29
2306,1992-09-23,27.24,0.0,52.22
2307,1992-09-24,27.05,0.0,47.27
2308,1992-09-25,26.71,0.0,46.83
2309,1992-09-26,27.0,0.0,46.76
2310,1992-09-27,26.53,0.0,46.22
2311,1992-09-28,26.26,0.0,49.87
2312,1992-09-29,26.61,0.0,47.08
2313,1992-09-30,27.24,0.0,42.58
2314,1992-10-01,27.52,0.0,40.05
2315,1992-10-02,27.6,0.0,40.6
2316,1992-10-03,27.76,0.0,40.69
2317,1992-10-04,27.74,0.06,40.43
2318,1992-10-05,26.41,0.03,42.91
2319,1992-10-06,25.93,0.12,45.01
2320,1992-10-07,24.52,8.24,51.0
2321,1992-10-08,25.26,0.0,45.0
2322,1992-10-09,26.06,0.0,43.9
2323,1992-10-10,26.4,0.0,44.88
2324,1992-10-11,25.82,0.0,50.43
2325,1992-10-12,25.85,0.0,52.53
2326,1992-10-13,25.87,0.01,44.2
2327,1992-10-14,25.61,0.0,38.82
2328,1992-10-15,25.79,0.0,33.12
2329,1992-10-16,25.55,0.0,30.95
2330,1992-10-17,25.49,0.0,34.61
2331,1992-10-18,25.32,0.0,38.3
2332,1992-10-19,25.24,0.0,39.76
2333,1992-10-20,23.86,0.03,42.74
2334,1992-10-21,23.6,0.0,40.85
2335,1992-10-22,23.86,0.0,38.49
2336,1992-10-23,23.17,0.0,38.4
2337,1992-10-24,23.53,0.0,32.38
2338,1992-10-25,23.03,0.0,31.37
2339,1992-10-26,22.81,0.0,33.35
2340,1992-10-27,22.56,0.0,32.83
2341,1992-10-28,22.7,0.0,30.59
2342,1992-10-29,22.05,0.0,30.73
2343,1992-10-30,22.06,0.0,32.0
2344,1992-10-31,22.7,0.0,31.36
2345,1992-11-01,22.73,0.0,34.15
2346,1992-11-02,22.03,0.0,33.73
2347,1992-11-03,21.35,0.0,35.4
2348,1992-11-04,21.28,0.0,38.62
2349,1992-11-05,21.5,0.0,36.04
2350,1992-11-06,20.2,0.0,33.03
2351,1992-11-07,17.97,0.0,33.36
2352,1992-11-08,19.05,0.0,26.2
2353,1992-11-09,19.36,0.0,24.13
2354,1992-11-10,19.39,0.0,26.37
2355,1992-11-11,19.95,0.0,26.35
2356,1992-11-12,19.72,0.0,30.33
2357,1992-11-13,20.24,0.0,30.71
2358,1992-11-14,20.27,0.0,31.06
2359,1992-11-15,20.37,0.0,36.29
2360,1992-11-16,20.54,0.0,41.41
2361,1992-11-17,19.54,0.0,47.21
2362,1992-11-18,21.33,0.0,45.86
2363,1992-11-19,22.34,0.0,40.98
2364,1992-11-20,18.72,12.3,66.92
2365,1992-11-21,16.61,0.0,56.36
2366,1992-11-22,16.02,0.0,48.0
2367,1992-11-23,15.62,0.02,48.23
2368,1992-11-24,14.02,0.63,47.49
2369,1992-11-25,14.62,0.0,40.2
2370,1992-11-26,16.21,0.0,31.28
2371,1992-11-27,15.1,0.0,36.6
2372,1992-11-28,15.63,0.0,38.65
2373,1992-11-29,16.17,0.0,38.16
2374,1992-11-30,16.33,0.0,41.95
2375,1992-12-01,17.77,0.0,35.65
2376,1992-12-02,16.86,0.0,38.78
2377,1992-12-03,16.23,0.0,39.78
2378,1992-12-04,16.1,0.0,40.84
2379,1992-12-05,14.47,0.0,45.76
2380,1992-12-06,14.77,0.0,46.18
2381,1992-12-07,14.77,0.0,46.28
2382,1992-12-08,16.1,0.0,47.74
2383,1992-12-09,16.15,0.0,47.79
2384,1992-12-10,14.7,0.0,44.54
2385,1992-12-11,15.36,0.0,36.71
2386,1992-12-12,16.08,0.0,36.45
2387,1992-12-13,13.1,3.06,53.39
2388,1992-12-14,12.42,0.0,47.05
2389,1992-12-15,14.54,0.0,36.79
2390,1992-12-16,14.18,0.0,35.29
2391,1992-12-17,14.57,0.0,34.76
2392,1992-12-18,14.76,0.0,37.23
2393,1992-12-19,15.1,0.0,38.67
2394,1992-12-20,15.46,0.0,42.67
2395,1992-12-21,14.62,0.0,51.37
2396,1992-12-22,14.23,0.0,51.66
2397,1992-12-23,15.12,0.0,43.21
2398,1992-12-24,17.16,0.0,34.45
2399,1992-12-25,17.13,0.0,34.44
2400,1992-12-26,17.21,0.0,36.42
2401,1992-12-27,15.43,0.0,36.48
2402,1992-12-28,14.01,0.0,39.57
2403,1992-12-29,15.15,0.0,38.96
2404,1992-12-30,17.31,0.0,36.27
2405,1992-12-31,18.4,0.01,43.2
2406,1993-01-01,18.27,0.3,50.5
2407,1993-01-02,18.91,0.14,47.01
2408,1993-01-03,17.21,0.43,51.38
2409,1993-01-04,15.19,0.0,43.74
2410,1993-01-05,13.68,0.0,36.39
2411,1993-01-06,13.85,0.99,55.44
2412,1993-01-07,13.26,0.5,63.77
2413,1993-01-08,11.88,0.0,48.82
2414,1993-01-09,12.5,1.01,39.45
2415,1993-01-10,12.15,0.04,47.66
2416,1993-01-11,10.66,0.31,67.5
2417,1993-01-12,11.17,0.21,56.91
2418,1993-01-13,10.26,0.0,45.62
2419,1993-01-14,11.47,0.0,32.9
2420,1993-01-15,13.17,0.01,28.11
2421,1993-01-16,12.37,3.8,68.9
2422,1993-01-17,10.07,0.03,62.02
2423,1993-01-18,9.32,0.2,49.74
2424,1993-01-19,9.19,0.0,45.81
2425,1993-01-20,9.22,0.0,37.92
2426,1993-01-21,9.22,0.0,27.13
2427,1993-01-22,9.66,0.0,31.7
2428,1993-01-23,9.31,0.0,34.51
2429,1993-01-24,10.59,0.0,33.31
2430,1993-01-25,11.64,0.0,31.7
2431,1993-01-26,11.59,0.0,32.11
2432,1993-01-27,12.32,0.0,37.61
2433,1993-01-28,14.47,0.0,25.71
2434,1993-01-29,17.05,0.0,28.07
2435,1993-01-30,16.88,0.03,40.19
2436,1993-01-31,16.21,0.13,37.96
2437,1993-02-01,15.29,0.15,32.4
2438,1993-02-02,16.64,0.0,25.68
2439,1993-02-03,17.21,0.0,28.03
2440,1993-02-04,16.96,0.0,31.28
2441,1993-02-05,17.72,0.0,32.84
2442,1993-02-06,18.3,0.0,33.11
2443,1993-02-07,19.25,0.0,30.72
2444,1993-02-08,19.71,0.0,26.79
2445,1993-02-09,21.9,0.0,18.9
2446,1993-02-10,21.4,0.0,19.15
2447,1993-02-11,22.91,0.0,19.34
2448,1993-02-12,22.01,0.0,20.96
2449,1993-02-13,21.58,0.0,24.67
2450,1993-02-14,21.54,0.0,23.76
2451,1993-02-15,23.34,0.0,21.96
2452,1993-02-16,23.61,0.0,25.02
2453,1993-02-17,19.5,0.7,28.09
2454,1993-02-18,17.72,0.25,16.02
2455,1993-02-19,15.0,0.0,15.35
2456,1993-02-20,13.82,0.0,16.65
2457,1993-02-21,13.89,0.14,16.97
2458,1993-02-22,13.94,0.0,15.12
2459,1993-02-23,16.95,0.09,29.86
2460,1993-02-24,15.15,0.78,55.93
2461,1993-02-25,15.42,7.48,67.51
2462,1993-02-26,14.88,8.04,87.53
2463,1993-02-27,15.8,5.51,67.96
2464,1993-02-28,16.57,0.02,51.89
2465,1993-03-01,17.26,0.08,44.15
2466,1993-03-02,17.76,0.0,36.86
2467,1993-03-03,17.69,0.01,38.22
2468,1993-03-04,17.8,0.0,35.78
2469,1993-03-05,17.64,0.0,38.71
2470,1993-03-06,19.57,0.0,33.03
2471,1993-03-07,19.62,0.0,38.98
2472,1993-03-08,21.95,0.0,40.02
2473,1993-03-09,23.75,0.0,35.14
2474,1993-03-10,23.63,0.0,35.22
2475,1993-03-11,22.82,0.88,36.61
2476,1993-03-12,22.33,3.06,46.86
2477,1993-03-13,22.33,0.12,45.0
2478,1993-03-14,18.94,9.73,58.89
2479,1993-03-15,19.25,0.03,48.91
2480,1993-03-16,17.84,0.22,39.65
2481,1993-03-17,18.28,0.0,34.49
2482,1993-03-18,19.51,0.0,33.1
2483,1993-03-19,18.92,0.0,33.33
2484,1993-03-20,17.13,2.15,39.1
2485,1993-03-21,19.89,0.0,34.44
2486,1993-03-22,21.35,0.0,36.04
2487,1993-03-23,22.69,3.03,41.04
2488,1993-03-24,22.1,1.49,36.67
2489,1993-03-25,18.02,13.88,45.67
2490,1993-03-26,17.75,11.0,52.61
2491,1993-03-27,17.14,1.95,39.92
2492,1993-03-28,17.85,0.62,35.92
2493,1993-03-29,20.1,0.0,28.66
2494,1993-03-30,20.13,0.0,33.28
2495,1993-03-31,21.19,0.0,32.67
2496,1993-04-01,21.07,0.02,30.71
2497,1993-04-02,21.52,0.0,29.4
2498,1993-04-03,20.31,0.0,30.93
2499,1993-04-04,22.38,0.0,30.85
2500,1993-04-05,23.53,0.0,28.56
2501,1993-04-06,24.67,0.0,28.67
2502,1993-04-07,24.86,0.0,32.44
2503,1993-04-08,25.78,0.0,33.93
2504,1993-04-09,26.61,0.0,31.49
2505,1993-04-10,27.42,0.0,29.76
2506,1993-04-11,26.76,0.35,32.24
2507,1993-04-12,26.6,0.09,38.6
2508,1993-04-13,26.29,1.71,38.42
2509,1993-04-14,22.93,0.7,58.16
2510,1993-04-15,25.67,2.89,52.98
2511,1993-04-16,25.37,0.1,39.62
2512,1993-04-17,24.38,8.48,44.74
2513,1993-04-18,26.99,0.0,31.66
2514,1993-04-19,27.92,0.0,25.47
2515,1993-04-20,29.64,0.0,22.31
2516,1993-04-21,30.53,0.0,24.51
2517,1993-04-22,30.6,0.0,25.97
2518,1993-04-23,31.29,0.0,26.03
2519,1993-04-24,32.0,0.0,25.46
2520,1993-04-25,33.47,0.0,22.36
2521,1993-04-26,34.26,0.0,21.23
2522,1993-04-27,34.28,0.0,20.32
2523,1993-04-28,35.11,0.0,20.38
2524,1993-04-29,36.27,0.0,18.87
2525,1993-04-30,36.56,0.0,17.47
2526,1993-05-01,36.36,0.0,19.09
2527,1993-05-02,37.06,0.01,18.13
2528,1993-05-03,36.72,0.0,15.87
2529,1993-05-04,35.92,0.04,13.46
2530,1993-05-05,35.29,0.0,10.82
2531,1993-05-06,36.55,0.0,9.77
2532,1993-05-07,36.57,0.0,12.62
2533,1993-05-08,36.31,0.0,14.66
2534,1993-05-09,34.34,0.01,20.44
2535,1993-05-10,32.72,5.63,21.87
2536,1993-05-11,30.62,0.0,18.73
2537,1993-05-12,30.85,0.0,12.89
2538,1993-05-13,31.92,0.0,9.85
2539,1993-05-14,33.89,0.0,9.48
2540,1993-05-15,34.84,0.0,13.69
2541,1993-05-16,35.22,0.0,20.01
2542,1993-05-17,35.55,3.6,18.44
2543,1993-05-18,31.84,2.96,27.11
2544,1993-05-19,32.62,0.65,25.53
2545,1993-05-20,33.18,0.0,19.69
2546,1993-05-21,35.26,0.0,15.25
2547,1993-05-22,36.32,0.0,15.31
2548,1993-05-23,37.66,0.0,15.59
2549,1993-05-24,37.81,0.0,15.63
2550,1993-05-25,38.9,0.0,16.2
2551,1993-05-26,39.32,0.0,15.78
2552,1993-05-27,39.21,0.0,12.44
2553,1993-05-28,38.37,0.0,11.72
2554,1993-05-29,37.02,0.0,22.44
2555,1993-05-30,37.72,0.04,18.96
2556,1993-05-31,35.64,4.17,23.75
2557,1993-06-01,33.26,2.25,30.43
2558,1993-06-02,34.41,0.1,26.87
2559,1993-06-03,36.21,0.0,20.02
2560,1993-06-04,36.46,0.01,18.74
2561,1993-06-05,36.97,0.19,19.74
2562,1993-06-06,38.18,0.0,16.67
2563,1993-06-07,39.23,0.0,15.15
2564,1993-06-08,39.31,0.0,12.85
2565,1993-06-09,39.53,0.0,10.34
2566,1993-06-10,38.59,0.0,9.96
2567,1993-06-11,39.4,0.11,10.07
2568,1993-06-12,39.27,0.0,13.37
2569,1993-06-13,39.68,0.0,16.9
2570,1993-06-14,39.47,0.02,21.67
2571,1993-06-15,34.77,17.47,39.49
2572,1993-06-16,34.08,4.05,41.05
2573,1993-06-17,35.69,2.77,37.35
2574,1993-06-18,34.63,0.77,38.27
2575,1993-06-19,34.33,2.81,35.8
2576,1993-06-20,35.62,0.0,29.15
2577,1993-06-21,36.44,0.0,28.71
2578,1993-06-22,38.55,0.0,25.95
2579,1993-06-23,39.41,0.01,27.62
2580,1993-06-24,36.74,8.19,37.48
2581,1993-06-25,33.94,4.52,49.14
2582,1993-06-26,34.92,0.87,40.65
2583,1993-06-27,35.75,0.0,32.26
2584,1993-06-28,36.03,0.23,28.25
2585,1993-06-29,36.59,0.15,27.74
2586,1993-06-30,37.72,0.0,24.38
2587,1993-07-01,37.83,0.04,24.81
2588,1993-07-02,37.8,0.04,25.4
2589,1993-07-03,38.13,0.03,23.74
2590,1993-07-04,38.23,0.79,26.72
2591,1993-07-05,36.6,3.43,37.85
2592,1993-07-06,37.17,2.09,36.65
2593,1993-07-07,39.02,0.0,33.07
2594,1993-07-08,32.42,90.87,63.1
2595,1993-07-09,29.86,16.43,74.31
2596,1993-07-10,27.69,60.28,87.19
2597,1993-07-11,27.96,28.1,86.29
2598,1993-07-12,29.01,8.86,82.0
2599,1993-07-13,30.81,0.38,74.31
2600,1993-07-14,32.08,0.42,70.43
2601,1993-07-15,31.56,2.53,71.93
2602,1993-07-16,29.28,18.18,80.1
2603,1993-07-17,28.68,10.61,78.53
2604,1993-07-18,27.95,13.87,83.28
2605,1993-07-19,29.03,2.91,79.9
2606,1993-07-20,30.2,0.07,74.39
2607,1993-07-21,30.48,0.24,76.27
2608,1993-07-22,30.12,7.93,75.97
2609,1993-07-23,30.08,31.16,72.7
2610,1993-07-24,29.54,8.91,70.85
2611,1993-07-25,28.63,2.46,72.99
2612,1993-07-26,28.62,21.88,62.23
2613,1993-07-27,29.59,0.0,52.03
2614,1993-07-28,30.12,0.0,56.43
2615,1993-07-29,29.72,0.02,63.94
2616,1993-07-30,30.62,0.05,63.97
2617,1993-07-31,31.77,0.02,63.63
2618,1993-08-01,32.54,0.05,60.38
2619,1993-08-02,32.0,0.19,62.76
2620,1993-08-03,31.1,8.04,67.64
2621,1993-08-04,32.09,0.42,64.31
2622,1993-08-05,31.4,0.16,68.23
2623,1993-08-06,30.55,5.07,70.55
2624,1993-08-07,30.4,1.67,68.92
2625,1993-08-08,31.97,2.22,62.04
2626,1993-08-09,32.22,0.0,55.39
2627,1993-08-10,32.26,0.07,53.8
2628,1993-08-11,32.32,0.24,54.22
2629,1993-08-12,31.95,0.5,54.32
2630,1993-08-13,32.36,1.22,53.39
2631,1993-08-14,32.82,0.01,51.92
2632,1993-08-15,32.89,0.0,48.34
2633,1993-08-16,33.11,0.04,47.77
2634,1993-08-17,33.04,0.36,49.78
2635,1993-08-18,33.35,0.08,48.32
2636,1993-08-19,33.57,0.0,44.1
2637,1993-08-20,33.04,0.05,42.64
2638,1993-08-21,33.11,0.01,41.86
2639,1993-08-22,32.82,0.0,43.02
2640,1993-08-23,33.08,0.39,42.0
2641,1993-08-24,32.98,0.2,42.12
2642,1993-08-25,33.12,0.08,40.52
2643,1993-08-26,32.42,0.42,44.39
2644,1993-08-27,32.81,0.24,43.95
2645,1993-08-28,33.41,0.01,39.05
2646,1993-08-29,33.7,0.0,38.24
2647,1993-08-30,33.78,0.0,39.59
2648,1993-08-31,33.71,0.05,40.58
2649,1993-09-01,30.01,16.61,61.48
2650,1993-09-02,29.95,1.14,61.61
2651,1993-09-03,30.02,5.48,60.12
2652,1993-09-04,30.5,7.28,57.87
2653,1993-09-05,29.54,8.98,63.57
2654,1993-09-06,28.53,10.15,72.62
2655,1993-09-07,29.0,1.95,69.35
2656,1993-09-08,29.6,0.4,64.01
2657,1993-09-09,30.17,2.18,59.52
2658,1993-09-10,28.77,5.53,67.85
2659,1993-09-11,29.53,3.95,61.84
2660,1993-09-12,29.79,7.22,57.92
2661,1993-09-13,28.67,7.02,59.88
2662,1993-09-14,29.06,0.19,55.66
2663,1993-09-15,29.71,0.3,50.27
2664,1993-09-16,29.71,0.0,45.07
2665,1993-09-17,29.3,0.0,50.15
2666,1993-09-18,29.93,0.0,48.11
2667,1993-09-19,30.09,0.1,41.37
2668,1993-09-20,30.04,0.0,42.68
2669,1993-09-21,31.08,0.09,48.49
2670,1993-09-22,32.14,0.13,44.58
2671,1993-09-23,31.27,0.57,49.64
2672,1993-09-24,31.1,0.2,47.07
2673,1993-09-25,29.67,2.02,51.5
2674,1993-09-26,29.0,0.55,50.21
2675,1993-09-27,29.23,0.0,45.83
2676,1993-09-28,29.06,0.24,43.22
2677,1993-09-29,29.32,0.01,41.17
2678,1993-09-30,29.72,0.0,35.11
2679,1993-10-01,28.65,0.0,34.15
2680,1993-10-02,28.61,0.0,34.74
2681,1993-10-03,28.14,0.0,33.77
2682,1993-10-04,27.5,0.0,32.42
2683,1993-10-05,27.09,0.0,31.87
2684,1993-10-06,28.03,0.0,34.36
2685,1993-10-07,28.51,0.0,31.79
2686,1993-10-08,29.25,0.0,30.1
2687,1993-10-09,28.8,0.0,32.35
2688,1993-10-10,28.58,0.0,33.57
2689,1993-10-11,27.56,0.0,33.46
2690,1993-10-12,26.45,0.0,24.52
2691,1993-10-13,24.91,0.0,21.3
2692,1993-10-14,24.86,0.0,21.59
2693,1993-10-15,25.56,0.0,20.81
2694,1993-10-16,25.05,0.0,22.04
2695,1993-10-17,25.14,0.0,21.05
2696,1993-10-18,25.04,0.0,19.91
2697,1993-10-19,23.5,0.0,20.24
2698,1993-10-20,22.97,0.0,19.27
2699,1993-10-21,23.24,0.0,16.64
2700,1993-10-22,23.05,0.0,17.99
2701,1993-10-23,22.71,0.0,18.64
2702,1993-10-24,23.17,0.0,18.5
2703,1993-10-25,24.49,0.0,18.16
2704,1993-10-26,22.4,0.0,19.85
2705,1993-10-27,22.84,0.0,18.42
2706,1993-10-28,23.44,0.0,18.04
2707,1993-10-29,22.65,0.0,19.12
2708,1993-10-30,22.87,0.0,18.07
2709,1993-10-31,22.45,0.0,18.34
2710,1993-11-01,22.75,0.0,18.78
2711,1993-11-02,22.95,0.0,18.07
2712,1993-11-03,22.53,0.0,20.86
2713,1993-11-04,22.5,0.0,21.55
2714,1993-11-05,23.56,0.0,22.77
2715,1993-11-06,24.38,0.01,30.49
2716,1993-11-07,23.66,0.0,32.44
2717,1993-11-08,23.41,0.31,30.93
2718,1993-11-09,21.73,0.55,26.93
2719,1993-11-10,20.19,0.01,21.61
2720,1993-11-11,20.06,0.0,17.64
2721,1993-11-12,20.72,0.0,17.27
2722,1993-11-13,21.75,0.0,18.12
2723,1993-11-14,21.37,0.0,21.46
2724,1993-11-15,20.82,0.0,22.64
2725,1993-11-16,21.43,0.0,23.26
2726,1993-11-17,21.84,0.0,27.0
2727,1993-11-18,23.35,0.0,27.7
2728,1993-11-19,21.49,0.01,25.69
2729,1993-11-20,18.7,0.02,18.93
2730,1993-11-21,18.82,0.0,16.59
2731,1993-11-22,19.15,0.0,15.74
2732,1993-11-23,17.96,0.0,14.5
2733,1993-11-24,16.91,0.0,15.56
2734,1993-11-25,16.73,0.0,17.12
2735,1993-11-26,18.93,0.0,11.99
2736,1993-11-27,19.17,0.0,12.91
2737,1993-11-28,19.31,0.0,15.03
2738,1993-11-29,19.8,0.0,16.71
2739,1993-11-30,19.49,0.0,19.25
2740,1993-12-01,20.37,0.0,18.45
2741,1993-12-02,18.85,0.0,20.96
2742,1993-12-03,17.62,0.0,20.68
2743,1993-12-04,17.56,0.0,20.15
2744,1993-12-05,18.67,0.0,19.64
2745,1993-12-06,18.53,0.0,19.54
2746,1993-12-07,18.99,0.0,20.06
2747,1993-12-08,17.21,0.0,25.34
2748,1993-12-09,17.18,0.0,23.89
2749,1993-12-10,17.83,0.0,17.03
2750,1993-12-11,16.58,0.0,19.11
2751,1993-12-12,15.84,0.0,19.74
2752,1993-12-13,15.51,0.0,16.95
2753,1993-12-14,13.24,0.0,19.21
2754,1993-12-15,13.11,0.0,16.84
2755,1993-12-16,15.2,0.0,13.31
2756,1993-12-17,15.26,0.0,12.42
2757,1993-12-18,13.24,0.0,13.52
2758,1993-12-19,11.93,0.0,16.98
2759,1993-12-20,11.87,0.0,15.48
2760,1993-12-21,13.25,0.0,13.84
2761,1993-12-22,13.04,0.0,13.89
2762,1993-12-23,13.47,0.0,12.98
2763,1993-12-24,13.0,0.0,14.88
2764,1993-12-25,13.24,0.0,13.52
2765,1993-12-26,13.66,0.0,12.9
2766,1993-12-27,15.55,0.0,11.51
2767,1993-12-28,15.1,0.0,15.12
2768,1993-12-29,15.43,0.0,17.48
2769,1993-12-30,14.89,0.0,20.72
2770,1993-12-31,16.3,0.0,22.92
2771,1994-01-01,18.38,0.0,19.36
2772,1994-01-02,18.24,0.0,22.24
2773,1994-01-03,16.75,0.0,26.31
